index	sentence1	sentence2
228	In this paper, we present an approach to acquire trivial physical knowledge from unstructured natural language text.	We present in this paper an approach to acquire trivial physical knowledge from unstructured natural language text.
229	We present in this paper an approach to acquire trivial physical knowledge from unstructured natural language text.	In this paper, we present an approach to acquire trivial physical knowledge from unstructured natural language text.
230	In this paper, we present an approach to acquire trivial physical knowledge from unstructured natural language text.	We present an approach to acquire trivial physical knowledge from the unstructured natural language text of this paper.
231	We present an approach to acquire trivial physical knowledge from the unstructured natural language text of this paper.	In this paper, we present an approach to acquire trivial physical knowledge from unstructured natural language text.
232	I ate pizza with friends.	I ate pizza.
233	I ate pizza.	I ate pizza with friends.
234	I ate pizza with some friends.	I ate some friends.
235	I ate some friends.	I ate pizza with some friends.
236	I ate pizza with olives.	I ate pizza.
237	I ate pizza.	I ate pizza with olives.
238	I ate pizza with olives.	I ate olives.
239	I ate olives.	I ate pizza with olives.
240	Mueller received a mandate to investigate possible collusion with Russia.	Mueller received a mandate to investigate possible collusion.
241	Mueller received a mandate to investigate possible collusion.	Mueller received a mandate to investigate possible collusion with Russia.
242	Mueller received a mandate to investigate possible collusion with Russia.	Mueller received a mandate to investigate with Russia.
243	Mueller received a mandate to investigate with Russia.	Mueller received a mandate to investigate possible collusion with Russia.
